publish_date,code_name,summary,label,trend_before
2021-03-05,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代：融资净偿还2.03亿元，两市排名第七（03-04）', '宁德时代(300750)融资融券信息(03-04)', '全国政协委员、宁德时代董事长曾毓群：推进储能设施建设顶层设计', '宁德时代跌6.88% 市值7584亿去年前3季度净利34亿'",very negative,"-0.877,8.665,0.5,-0.367,-1.324,3.066,-0.862,-6.394,0.281,-0.579"
2021-03-05,600577.sh,"本日精达股份的相关新闻标题如下：'精达股份(600577)融资融券信息(03-04)', '精达股份：融资净买入3073.99万元，融资余额2.71亿元（03-04）'",neutral,"0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0"
2021-03-06,002594.sz,"本日比亚迪的相关新闻标题如下：'比亚迪：重要股东质押100万股，累计质押占其持股39.89%', '比亚迪等25股获机构买入型评级', '民生证券维持比亚迪推荐评级：2月销量同比大增 新车型蓄势待发销量可期'",very negative,"0.913,-0.055,-0.636,0.151,-0.963,-47.99,-1.228,1.925,-0.523,2.265"
2021-03-06,300750.sz,本日宁德时代的相关新闻标题如下：'本周扫货重点曝光 宁德时代获加仓超30亿元',very negative,"-0.877,8.665,0.5,-0.367,-1.324,3.066,-0.862,-6.394,0.281,-0.579"
2021-03-06,600577.sh,"本日精达股份的相关新闻标题如下：'精达股份(600577)融资融券信息(03-05)', '精达股份：融资净偿还1666.45万元，融资余额2.54亿元（03-05）'",neutral,"0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0"
2021-03-07,002594.sz,本日比亚迪的相关新闻标题如下：'比亚迪本周被深股通减持8.05亿元，周内减持市值两市排名第五',very negative,"0.913,-0.055,-0.636,0.151,-0.963,-47.99,-1.228,1.925,-0.523,2.265"
2021-03-07,300014.sz,本日亿纬锂能的相关新闻标题如下：'亿纬锂能本周被深股通减持4.29亿元，周内减持市值两市排名第18',very negative,"-0.229,-0.499,-0.578,-0.386,-1.034,102.219,-0.171,-3.842,0.195,-0.298"
2021-03-07,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代本周获深股通增持12.79亿元，周内增持市值两市排名第四', '北上资金调仓股名单出炉 31股被猛烈扫货 重金抄底锂电“一哥”'",very negative,"-0.877,8.665,0.5,-0.367,-1.324,3.066,-0.862,-6.394,0.281,-0.579"
2021-03-07,600577.sh,本日精达股份的相关新闻标题如下：'精达股份本周沪股通持股市值减少574.86万元，居金属制品板块第四',neutral,"0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0"
2021-03-08,002460.sz,本日赣锋锂业的相关新闻标题如下：'赣锋锂业：融资净偿还967.97万元，融资余额24.86亿元（03-05）',very positive,"1.406,-0.378,-0.061,-0.884,-3.678,0.269,-2.2,0.556,-0.162,0.126"
2021-03-08,002594.sz,"本日比亚迪的相关新闻标题如下：'比亚迪关联公司公开一项专利 涉及稀土永磁体及其制备方法', '比亚迪：融资净偿还3305.62万元，融资余额86.09亿元（03-05）', '比亚迪(002594)融资融券信息(03-05)', '比亚迪本周融资净偿还2.51亿元，两市排名第七'",very positive,"-0.055,-0.636,0.151,-0.963,-47.99,-1.228,1.925,-0.523,2.265,0.273"
2021-03-08,300014.sz,"本日亿纬锂能的相关新闻标题如下：'亿纬锂能：融资净偿还5540.83万元，融资余额23.44亿元（03-05）', '亿纬锂能(300014)融资融券信息(03-05)', '亿纬锂能本周融资净买入9731.22万元，居电子元件板块第六'",very positive,"-0.499,-0.578,-0.386,-1.034,102.219,-0.171,-3.842,0.195,-0.298,-0.396"
2021-03-08,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代：融资净偿还2.44亿元，两市排名第七（03-05）', '宁德时代(300750)融资融券信息(03-05)', '宁德时代本周融资净偿还2.42亿元，两市排名第九'",very positive,"8.665,0.5,-0.367,-1.324,3.066,-0.862,-6.394,0.281,-0.579,0.639"
2021-03-08,600577.sh,本日精达股份的相关新闻标题如下：'精达股份本周融资净买入1853.44万元，居金属制品板块第一',neutral,"0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,-0.0"
2021-03-09,002460.sz,"本日赣锋锂业的相关新闻标题如下：'赣锋锂业跌8.55% 长江证券中信证券中金公司高点唱多', '赣锋锂业(002460)融资融券信息(03-08)', '赣锋锂业：连续3日融资净偿还累计9446.3万元（03-08）', '赣锋锂业拟14.7亿元收购伊犁鸿大100%财产份额', '赣锋锂业：拟14.7亿元收购伊犁鸿大100%财产份额'",very positive,"-0.378,-0.061,-0.884,-3.678,0.269,-2.2,0.556,-0.162,0.126,-2.012"
2021-03-09,002460.sz,"本日赣锋锂业的相关新闻标题如下：'赣锋锂业拟14.7亿元收购伊犁鸿大 增加公司锂产品市场份额', '千亿锂业巨头大动作 斥资近15亿收购矿业资产！股价12天大跌34% 后续行情怎么走？', '赣锋锂业：拟14.7亿元收购中信证券等持有的伊犁鸿大100%财产份额'",very positive,"-0.378,-0.061,-0.884,-3.678,0.269,-2.2,0.556,-0.162,0.126,-2.012"
2021-03-09,002594.sz,"本日比亚迪的相关新闻标题如下：'比亚迪在泰州成立汽车销售新公司', '比亚迪：融资净偿还5.46亿元，两市排名第二（03-08）', '比亚迪秦PLUS DM-i上市 售价区间10.58-14.58万元', '比亚迪今日跌停', '比亚迪在泰州成立汽车销售新公司 经营范围含新能源汽车整车销售等'",very positive,"-0.636,0.151,-0.963,-47.99,-1.228,1.925,-0.523,2.265,0.273,-1.124"
2021-03-09,002594.sz,"本日比亚迪的相关新闻标题如下：'比亚迪发布秦PLUS DM-i车型 最低价格10.58万元', '比亚迪(002594)融资融券信息(03-08)', '龙虎榜：比亚迪大跌10% 机构资金买入、一营业部卖出超5亿元', '多主力现身龙虎榜，比亚迪跌停（03-08）'",very positive,"-0.636,0.151,-0.963,-47.99,-1.228,1.925,-0.523,2.265,0.273,-1.124"
2021-03-09,300014.sz,"本日亿纬锂能的相关新闻标题如下：'亿纬锂能：融资净偿还9116.22万元，两市排名第16（03-08）', '亿纬锂能(300014)融资融券信息(03-08)'",very positive,"-0.578,-0.386,-1.034,102.219,-0.171,-3.842,0.195,-0.298,-0.396,-1.754"
2021-03-09,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代：融资净买入7172.01万元，融资余额61.56亿元（03-08）', '宁德时代(300750)融资融券信息(03-08)'",very positive,"0.5,-0.367,-1.324,3.066,-0.862,-6.394,0.281,-0.579,0.639,-1.212"
2021-03-09,600577.sh,"本日精达股份的相关新闻标题如下：'精达股份(600577)融资融券信息(03-08)', '精达股份：融资净偿还2281.3万元，融资余额2.31亿元（03-08）', '精达股份03月08日获沪股通增持791.46万股'",neutral,"0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0"
2021-03-10,002460.sz,"本日赣锋锂业的相关新闻标题如下：'赣锋锂业：融资净买入7335.64万元，两市排名第十（03-09）', '赣锋锂业(002460)融资融券信息(03-09)'",positive,"-0.061,-0.884,-3.678,0.269,-2.2,0.556,-0.162,0.126,-2.012,-0.069"
2021-03-10,002594.sz,"本日比亚迪的相关新闻标题如下：'比亚迪：融资净偿还1.61亿元，两市排名第七（03-09）', '比亚迪(002594)融资融券信息(03-09)'",very positive,"0.151,-0.963,-47.99,-1.228,1.925,-0.523,2.265,0.273,-1.124,3.125"
2021-03-10,300014.sz,"本日亿纬锂能的相关新闻标题如下：'亿纬锂能：连续3日融资净偿还累计2.18亿元（03-09）', '亿纬锂能(300014)融资融券信息(03-09)'",very positive,"-0.386,-1.034,102.219,-0.171,-3.842,0.195,-0.298,-0.396,-1.754,0.317"
2021-03-10,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代：融资净买入5882.41万元，两市排名第16（03-09）', '宁德时代(300750)融资融券信息(03-09)', '大宗交易：机构账户买入宁德时代3397.2万元（03-09）'",very positive,"-0.367,-1.324,3.066,-0.862,-6.394,0.281,-0.579,0.639,-1.212,6.427"
2021-03-10,600577.sh,"本日精达股份的相关新闻标题如下：'精达股份(600577)融资融券信息(03-09)', '精达股份：连续3日融资净偿还累计5069.01万元（03-09）'",neutral,"0.001,0.001,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0"
2021-03-11,002460.sz,"本日赣锋锂业的相关新闻标题如下：'4个月价格翻倍 隔天就涨价一次！概念股却纷纷下挫 为啥？', '赣锋锂业(002460)融资融券信息(03-10)', '赣锋锂业：融资净买入883.43万元，融资余额25.66亿元（03-10）'",very negative,"-0.884,-3.678,0.269,-2.2,0.556,-0.162,0.126,-2.012,-0.069,-0.888"
2021-03-11,002594.sz,"本日比亚迪的相关新闻标题如下：'比亚迪等42股近五日获机构净买入', '比亚迪：融资净偿还1.79亿元，两市排名第十（03-10）', '比亚迪(002594)融资融券信息(03-10)'",very negative,"-0.963,-47.99,-1.228,1.925,-0.523,2.265,0.273,-1.124,3.125,-0.674"
2021-03-11,300014.sz,"本日亿纬锂能的相关新闻标题如下：'亿纬锂能：为子公司提供6.1亿元担保', '亿纬锂能(300014)融资融券信息(03-10)', '亿纬锂能下属公司拟不超39亿元投建乘用车锂离子动力电池项目（二期）', '亿纬锂能：下属公司拟39亿元建设乘用车锂离子动力电池项目（二期）', '亿纬锂能：下属公司拟39亿元投建乘用车锂离子动力电池项目二期'",very positive,"-1.034,102.219,-0.171,-3.842,0.195,-0.298,-0.396,-1.754,0.317,-0.174"
2021-03-11,300014.sz,本日亿纬锂能的相关新闻标题如下：'亿纬锂能：连续4日融资净偿还累计2.34亿元（03-10）',very positive,"-1.034,102.219,-0.171,-3.842,0.195,-0.298,-0.396,-1.754,0.317,-0.174"
2021-03-11,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代：融资净买入2.62亿元，两市排名第一（03-10）', '宁德时代(300750)融资融券信息(03-10)'",very negative,"-1.324,3.066,-0.862,-6.394,0.281,-0.579,0.639,-1.212,6.427,0.035"
2021-03-11,600577.sh,"本日精达股份的相关新闻标题如下：'精达股份：融资净买入555.96万元，融资余额2.26亿元（03-10）', '精达股份(600577)融资融券信息(03-10)', '精达股份03月10日被沪股通减持652.52万股'",neutral,"0.001,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0"
2021-03-12,002460.sz,"本日赣锋锂业的相关新闻标题如下：'赣锋锂业确认金属锂、丁基锂产品涨价', '赣锋锂业：连续3日融资净买入累计1.03亿元（03-11）', '赣锋锂业(002460)融资融券信息(03-11)'",positive,"-3.678,0.269,-2.2,0.556,-0.162,0.126,-2.012,-0.069,-0.888,-2.734"
2021-03-12,002594.sz,"本日比亚迪的相关新闻标题如下：'比亚迪(002594)融资融券信息(03-11)', '比亚迪：融资净偿还1亿元，两市排名第13（03-11）'",very negative,"-47.99,-1.228,1.925,-0.523,2.265,0.273,-1.124,3.125,-0.674,-3.221"
2021-03-12,300014.sz,"本日亿纬锂能的相关新闻标题如下：'亿纬锂能：融资净买入2344.47万元，融资余额21.89亿元（03-11）', '亿纬锂能(300014)融资融券信息(03-11)', '亿纬锂能：控股股东1901万股股份解除质押'",negative,"102.219,-0.171,-3.842,0.195,-0.298,-0.396,-1.754,0.317,-0.174,-0.712"
2021-03-12,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代：融资净买入4.22亿元，两市排名第二（03-11）', '宁德时代(300750)融资融券信息(03-11)'",very negative,"3.066,-0.862,-6.394,0.281,-0.579,0.639,-1.212,6.427,0.035,-1.812"
2021-03-12,600577.sh,"本日精达股份的相关新闻标题如下：'精达股份：融资净买入1265.97万元，融资余额2.38亿元（03-11）', '精达股份(600577)融资融券信息(03-11)', '精达股份03月11日被沪股通减持428.01万股', '精达股份预计明日收盘后（周一晚）披露年报'",neutral,"0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0"
2021-03-13,300014.sz,"本日亿纬锂能的相关新闻标题如下：'亿纬锂能股东户数减少317户，户均持股134.52万元', '亿纬锂能：公司目前产销情况良好 订单充足'",negative,"102.219,-0.171,-3.842,0.195,-0.298,-0.396,-1.754,0.317,-0.174,-0.712"
2021-03-13,300750.sz,"本日宁德时代的相关新闻标题如下：'北向资金四日净流入逾150亿元 宁德时代净卖出额居首', '沪深两市3月12日56只个股发生110笔大宗交易 共成交28.98亿元', '宁德时代现近10亿元大宗交易', '宁德时代大宗交易成交10.00亿元', '大宗交易：宁德时代成交10亿元，折价12.58%（03-12）'",very negative,"3.066,-0.862,-6.394,0.281,-0.579,0.639,-1.212,6.427,0.035,-1.812"
2021-03-13,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代今日出现一笔近10亿元大宗交易', '宁德时代今日出现一笔近10亿元大宗交易'",very negative,"3.066,-0.862,-6.394,0.281,-0.579,0.639,-1.212,6.427,0.035,-1.812"
2021-03-13,600577.sh,"本日精达股份的相关新闻标题如下：'精达股份(600577)融资融券信息(03-12)', '精达股份：融资净偿还482.38万元，融资余额2.34亿元（03-12）', '精达股份03月12日获沪股通增持813.93万股'",neutral,"0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0"
2021-03-14,002460.sz,本日赣锋锂业的相关新闻标题如下：'赣锋锂业本周深股通持股市值减少2.25亿元，居有色金属板块第三',positive,"-3.678,0.269,-2.2,0.556,-0.162,0.126,-2.012,-0.069,-0.888,-2.734"
2021-03-14,002594.sz,本日比亚迪的相关新闻标题如下：'比亚迪本周获深股通增持10.45亿元，周内增持市值两市排名第四',very negative,"-47.99,-1.228,1.925,-0.523,2.265,0.273,-1.124,3.125,-0.674,-3.221"
2021-03-14,300014.sz,本日亿纬锂能的相关新闻标题如下：'亿纬锂能本周获深股通增持5.1亿元，周内增持市值两市排名第17',negative,"102.219,-0.171,-3.842,0.195,-0.298,-0.396,-1.754,0.317,-0.174,-0.712"
2021-03-14,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代本周深股通持股市值减少3308.78万元，居汽车行业板块第九', '宁德时代：与国家电投签署战略合作协议'",very negative,"3.066,-0.862,-6.394,0.281,-0.579,0.639,-1.212,6.427,0.035,-1.812"
2021-03-14,600577.sh,本日精达股份的相关新闻标题如下：'精达股份本周沪股通持股市值增加117.2万元，居金属制品板块第七',neutral,"0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0"
2021-03-15,002460.sz,"本日赣锋锂业的相关新闻标题如下：'赣锋锂业(002460)融资融券信息(03-12)', '赣锋锂业：融资净偿还1.02亿元，两市排名第十（03-12）', '赣锋锂业本周融资净买入1.01亿元，居有色金属板块第三'",very positive,"0.269,-2.2,0.556,-0.162,0.126,-2.012,-0.069,-0.888,-2.734,-1.434"
2021-03-15,002594.sz,"本日比亚迪的相关新闻标题如下：'比亚迪：连续7日融资净偿还累计13.95亿元（03-12）', '比亚迪(002594)融资融券信息(03-12)', '比亚迪本周融资净偿还9.87亿元，两市排名第一'",very positive,"-1.228,1.925,-0.523,2.265,0.273,-1.124,3.125,-0.674,-3.221,-0.32"
2021-03-15,300014.sz,"本日亿纬锂能的相关新闻标题如下：'亿纬锂能(300014)融资融券信息(03-12)', '亿纬锂能：融资净买入2452.72万元，融资余额22.13亿元（03-12）', '亿纬锂能本周融资净偿还1.55亿元，居电子元件板块第二'",very positive,"-0.171,-3.842,0.195,-0.298,-0.396,-1.754,0.317,-0.174,-0.712,-1.538"
2021-03-15,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代：融资净买入8311.34万元，两市排名第11（03-12）', '宁德时代(300750)融资融券信息(03-12)', '宁德时代本周融资净买入8.15亿元，两市排名第一'",very positive,"-0.862,-6.394,0.281,-0.579,0.639,-1.212,6.427,0.035,-1.812,-0.099"
2021-03-15,600577.sh,"本日精达股份的相关新闻标题如下：'安信证券给予精达股份增持评级 电磁线圈领军企业 新能源车扁平产品打造增长点', '精达股份本周融资净偿还2063万元，居金属制品板块第五'",neutral,"0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0"
2021-03-16,002460.sz,"本日赣锋锂业的相关新闻标题如下：'赣锋锂业股东户数减少1524户，户均持股49.56万元', '赣锋锂业：融资净买入7843.85万元，融资余额25.64亿元（03-15）', '赣锋锂业(002460)融资融券信息(03-15)'",very positive,"-2.2,0.556,-0.162,0.126,-2.012,-0.069,-0.888,-2.734,-1.434,4.056"
2021-03-16,002594.sz,"本日比亚迪的相关新闻标题如下：'比亚迪或将从2022年向现代提供刀片电池', '比亚迪：融资净偿还1.8亿元，两市排名第一（03-15）', '比亚迪(002594)融资融券信息(03-15)'",positive,"1.925,-0.523,2.265,0.273,-1.124,3.125,-0.674,-3.221,-0.32,-2.007"
2021-03-16,300014.sz,"本日亿纬锂能的相关新闻标题如下：'亿纬锂能：连续3日融资净买入累计1.12亿元（03-15）', '亿纬锂能(300014)融资融券信息(03-15)'",very positive,"-3.842,0.195,-0.298,-0.396,-1.754,0.317,-0.174,-0.712,-1.538,-3.838"
2021-03-16,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代(300750)融资融券信息(03-15)', '大宗交易：机构账户卖出宁德时代921.29万元（03-15）', '大众汽车据悉拟转向方形电池 将更多采用宁德时代供应', '西部证券维持宁德时代增持评级 跟踪报告：扩产加码 全球化战略提速', '宁德时代大宗交易成交921.29万元'",very positive,"-6.394,0.281,-0.579,0.639,-1.212,6.427,0.035,-1.812,-0.099,-2.214"
2021-03-16,300750.sz,本日宁德时代的相关新闻标题如下：'宁德时代：融资净买入1.41亿元，两市排名第六（03-15）',very positive,"-6.394,0.281,-0.579,0.639,-1.212,6.427,0.035,-1.812,-0.099,-2.214"
2021-03-16,600577.sh,"本日精达股份的相关新闻标题如下：'精达股份2020年度拟10派0.2元', '精达股份(600577)融资融券信息(03-15)', '精达股份03月15日获沪股通增持548.83万股', '精达股份：业绩稳健，毛利率维稳', '精达股份一季度净利预增60%-90%'",neutral,"0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.001"
2021-03-16,600577.sh,"本日精达股份的相关新闻标题如下：'【图解年报】精达股份：2020年归母净利润为4.2亿元，同比下降4.3%', '精达股份：预计21年一季度归母净利润同比增长60.00%至90.00%', '精达股份2020年净利4.19亿元 今年一季报盈利预增60%-90%', '前瞻！精达股份：预计2021年第一季度净利润1.05亿元~1.24亿元', '精达股份：2020年净利润同比降4.29% 拟10派0.20元'",neutral,"0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.001"
2021-03-16,600577.sh,本日精达股份的相关新闻标题如下：'精达股份：融资净偿还1920.24万元，融资余额2.14亿元（03-15）',neutral,"0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.001"
2021-03-16,600595.sh,本日中孚实业的相关新闻标题如下：'*ST中孚盘中最高3.05元，股价创近一年新高',neutral,"0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007"
2021-03-17,002460.sz,"本日赣锋锂业的相关新闻标题如下：'赣锋锂业：融资净买入1124.92万元，融资余额25.75亿元（03-16）', '赣锋锂业(002460)融资融券信息(03-16)'",very negative,"0.556,-0.162,0.126,-2.012,-0.069,-0.888,-2.734,-1.434,4.056,-0.27"
2021-03-17,002594.sz,"本日比亚迪的相关新闻标题如下：'比亚迪：融资净买入1262.49万元，融资余额74.21亿元（03-16）', '比亚迪(002594)融资融券信息(03-16)', '工商变更：比亚迪关联公司退出分时共享网络有限公司股东', '比亚迪获深股通连续7日净买入 累计净买入13.79亿元', '比亚迪关联公司退出分时共享网络有限公司股东 后者为汽车分时租赁平台'",very negative,"-0.523,2.265,0.273,-1.124,3.125,-0.674,-3.221,-0.32,-2.007,-0.891"
2021-03-17,002594.sz,本日比亚迪的相关新闻标题如下：'比亚迪旗下弗迪电池发布海外工厂招聘信息 或将迈出“出海”第一步',very negative,"-0.523,2.265,0.273,-1.124,3.125,-0.674,-3.221,-0.32,-2.007,-0.891"
2021-03-17,300014.sz,"本日亿纬锂能的相关新闻标题如下：'亿纬锂能：融资净偿还2419.75万元，融资余额22.53亿元（03-16）', '亿纬锂能(300014)融资融券信息(03-16)'",very positive,"0.195,-0.298,-0.396,-1.754,0.317,-0.174,-0.712,-1.538,-3.838,1.326"
2021-03-17,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代：融资净偿还5309.57万元，融资余额70.7亿元（03-16）', '宁德时代(300750)融资融券信息(03-16)', '大宗交易：机构账户卖出宁德时代226.1万元（03-16）'",very negative,"0.281,-0.579,0.639,-1.212,6.427,0.035,-1.812,-0.099,-2.214,-0.52"
2021-03-17,600577.sh,"本日精达股份的相关新闻标题如下：'精达股份(600577)融资融券信息(03-16)', '精达股份：连续3日融资净偿还累计2795.27万元（03-16）'",neutral,"0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.001,-0.001"
2021-03-17,600595.sh,本日中孚实业的相关新闻标题如下：'*ST中孚盘中最高3.15元，股价连续两日创近一年新高',neutral,"0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007"
2021-03-18,002460.sz,"本日赣锋锂业的相关新闻标题如下：'赣锋锂业：融资净偿还1973.55万元，融资余额25.55亿元（03-17）', '赣锋锂业(002460)融资融券信息(03-17)', '民族品牌指数涨1.88% 赣锋锂业领涨'",very negative,"-0.162,0.126,-2.012,-0.069,-0.888,-2.734,-1.434,4.056,-0.27,-1.839"
2021-03-18,002594.sz,"本日比亚迪的相关新闻标题如下：'比亚迪(002594)融资融券信息(03-17)', '比亚迪：融资净偿还2715.58万元，融资余额73.94亿元（03-17）', '比亚迪关联公司公开“无人驾驶客车”相关专利', '比亚迪公开“无人驾驶客车”相关专利'",negative,"2.265,0.273,-1.124,3.125,-0.674,-3.221,-0.32,-2.007,-0.891,-11.169"
2021-03-18,300014.sz,"本日亿纬锂能的相关新闻标题如下：'亿纬锂能软包电池产能为10GWh 目前满产满销', '亿纬锂能：融资净偿还1153.96万元，融资余额22.42亿元（03-17）', '亿纬锂能(300014)融资融券信息(03-17)'",very negative,"-0.298,-0.396,-1.754,0.317,-0.174,-0.712,-1.538,-3.838,1.326,-0.468"
2021-03-18,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代：融资净偿还1.55亿元，两市排名第二（03-17）', '宁德时代(300750)融资融券信息(03-17)', '产业链布局枝繁叶茂 宁德时代“A股朋友圈”加速壮大'",very negative,"-0.579,0.639,-1.212,6.427,0.035,-1.812,-0.099,-2.214,-0.52,-2.421"
2021-03-18,600577.sh,"本日精达股份的相关新闻标题如下：'精达股份(600577)融资融券信息(03-17)', '精达股份：连续4日融资净偿还累计3426.7万元（03-17）'",neutral,"0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.001,-0.001,-0.001"
2021-03-18,600595.sh,本日中孚实业的相关新闻标题如下：'*ST中孚：豫联集团所持约1.86亿股解除冻结',neutral,"0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.006"
2021-03-19,002460.sz,"本日赣锋锂业的相关新闻标题如下：'赣锋锂业：融资净偿还1.39亿元，两市排名第八（03-18）', '赣锋锂业(002460)融资融券信息(03-18)'",very negative,"0.126,-2.012,-0.069,-0.888,-2.734,-1.434,4.056,-0.27,-1.839,2.061"
2021-03-19,002594.sz,"本日比亚迪的相关新闻标题如下：'落子欧洲 比亚迪刀片电池将出海“争锋”！', '比亚迪刀片电池将出海“争锋” 正在筹建海外第一个电池工厂', '比亚迪：3月18日获主力资金净流入1.48亿元', '比亚迪(002594)融资融券信息(03-18)', '比亚迪旗下的弗迪电池有限公司正在筹建海外第一个电池工厂'",very negative,"0.273,-1.124,3.125,-0.674,-3.221,-0.32,-2.007,-0.891,-11.169,-0.907"
2021-03-19,002594.sz,本日比亚迪的相关新闻标题如下：'比亚迪：融资净偿还4839.16万元，融资余额73.46亿元（03-18）',very negative,"0.273,-1.124,3.125,-0.674,-3.221,-0.32,-2.007,-0.891,-11.169,-0.907"
2021-03-19,300014.sz,"本日亿纬锂能的相关新闻标题如下：'亿纬锂能、孚能科技等软包电池企业有望迎来扩产和交付关键期', '亿纬锂能：融资净买入798.75万元，融资余额22.5亿元（03-18）', '亿纬锂能(300014)融资融券信息(03-18)', '亿纬锂能董事长：10GWh产能今年“满产满销”'",very negative,"-0.396,-1.754,0.317,-0.174,-0.712,-1.538,-3.838,1.326,-0.468,-2.829"
2021-03-19,300750.sz,"本日宁德时代的相关新闻标题如下：'宁德时代：融资净偿还6236.85万元，两市排名第19（03-18）', '宁德时代(300750)融资融券信息(03-18)', '大宗交易：机构账户卖出宁德时代544万元（03-18）'",very negative,"0.639,-1.212,6.427,0.035,-1.812,-0.099,-2.214,-0.52,-2.421,0.274"
2021-03-19,600577.sh,"本日精达股份的相关新闻标题如下：'精达股份(600577)融资融券信息(03-18)', '精达股份：融资净买入326.15万元，融资余额2.07亿元（03-18）'",neutral,"-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.001,-0.001,-0.001,-0.001"
2021-03-20,002460.sz,"本日赣锋锂业的相关新闻标题如下：'赣锋锂业大宗交易成交9.30万股 成交额899.96万元', '大宗交易：机构账户买入赣锋锂业899.96万元（03-19）', '赣锋锂业跌5.13% 长江证券中信证券中金公司高点唱多'",very negative,"0.126,-2.012,-0.069,-0.888,-2.734,-1.434,4.056,-0.27,-1.839,2.061"
2021-03-20,002594.sz,本日比亚迪的相关新闻标题如下：'产品底气从何而来？比亚迪实验室中找到了答案',very negative,"0.273,-1.124,3.125,-0.674,-3.221,-0.32,-2.007,-0.891,-11.169,-0.907"
2021-03-20,300014.sz,"本日亿纬锂能的相关新闻标题如下：'亿纬锂能拟斥资1亿至2亿元回购股份', '亿纬锂能：拟1亿元-2亿元回购股份', '亿纬锂能：拟以1亿-2亿元回购公司股份', '亿纬锂能：为子公司亿纬亚洲提供担保'",very negative,"-0.396,-1.754,0.317,-0.174,-0.712,-1.538,-3.838,1.326,-0.468,-2.829"
2021-03-20,300750.sz,"本日宁德时代的相关新闻标题如下：'大宗交易：宁德时代成交456.69万元，折价15.12%（03-19）', '宁德时代跌5.75% 市值7373亿去年前3季度净利34亿'",very negative,"0.639,-1.212,6.427,0.035,-1.812,-0.099,-2.214,-0.52,-2.421,0.274"
2021-03-20,600577.sh,"本日精达股份的相关新闻标题如下：'精达股份：融资净买入738.07万元，融资余额2.15亿元（03-19）', '精达股份：重要股东质押2800万股，累计质押占其持股达99.69%', '精达股份：股东精达集团所持2800万股解除质押及再质押'",neutral,"-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.001,-0.001,-0.001,-0.001"
2021-03-21,002460.sz,本日赣锋锂业的相关新闻标题如下：'赣锋锂业本周深股通持股市值减少9684.22万元，居有色金属板块第四',very negative,"0.126,-2.012,-0.069,-0.888,-2.734,-1.434,4.056,-0.27,-1.839,2.061"
2021-03-21,300014.sz,本日亿纬锂能的相关新闻标题如下：'亿纬锂能本周深股通持股市值增加2.52亿元，居电子元件板块第七',very negative,"-0.396,-1.754,0.317,-0.174,-0.712,-1.538,-3.838,1.326,-0.468,-2.829"
2021-03-21,300750.sz,本日宁德时代的相关新闻标题如下：'宁德时代本周被深股通减持1.66万股 最新持股量1.55亿股',very negative,"0.639,-1.212,6.427,0.035,-1.812,-0.099,-2.214,-0.52,-2.421,0.274"
2021-03-21,600577.sh,本日精达股份的相关新闻标题如下：'精达股份本周沪股通持股市值增加1783.05万元，居金属制品板块第四',neutral,"-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.001,-0.001,-0.001,-0.001"
